idx	htid	access	rights	ht_rec	enum_chron	source	source_rec	oclc_num	isbn	issn	lccn	title	imprint	rights_code	last_update	gov_doc	pub_date	pub_place	lang	bib_format	coll_code	provider_code	resp_ent_code	dig_agent_code	access_profile	author
14667792	aeu.ark:/13960/t1gj0d67z	allow	pd	100311737		AEU	6368391	867437500	0665890532			Home ownership versus rented houses moral results / by John Morrison.	W. Briggs, 1900.	bib	2021-01-01 05:29:01	0	1900.0	onc	eng	BK	AEU	ualberta	ualberta	ia	open	Morrison, John, 1857-1924.
14616268	aeu.ark:/13960/t1mg87x3z	allow	pd	100262474		AEU	4960268	670413841.0	0665270291			The uncalled a novel / by Paul Laurence Dunbar.	G.N. Morang, 1898.	bib	2019-01-01 07:38:24	0	1898.0	onc	eng	BK	AEU	ualberta	ualberta	ia	open	Dunbar, Paul Laurence, 1872-1906
14650082	aeu.ark:/13960/t1zd0k82g	allow	pdus	100294875		AEU	6289402	861671686	066576247X			The secret of the divine silence, and other sermons by B.D. Thomas.	W. Briggs, 1903.	bib	2014-09-18 03:44:26	0	1903.0	onc	eng	BK	AEU	ualberta	ualberta	ia	open	Thomas, B. D. 1843-1917.
15489893	chi.088043090	allow	pd	100862472		CHI	1614908	11859910				Among the pines: or, South in secession-time. By Edmund Kirke [pseud.] 30th thousand.	G.P. Putnam, 1862.	bib	2016-01-07 03:25:07	0	1862.0	nyu	eng	BK	CHI	uchicago	uchicago	google	google	Gilmore, James R. 1822-1903.
15490556	chi.20726703	allow	pd	100863154		CHI	1646280	3951054			13012927	A fool's errand; the famous romance of American history, by One of the fools. To which is added, by the same author, part II. The invisible empire: a concise review of the epoch on which the tale is based. With many thrilling personal narratives and startling facts of life at the South never before narrated for the general reader. All fully authenticated. By Albion W. Tourgée ...	Fords, Howard, & Hulbert; W.H. Thompson & Co.; etc., etc., 1880]	bib	2016-01-07 03:25:34	0	1880.0	nyu	eng	BK	CHI	uchicago	uchicago	google	google	Tourgée, Albion W., 1838-1905
11363777	coo.31924001074651	allow	pd	9056337		COO	405791	2924793				The welding of non-ferrous metals. With a foreword by Leslie Aitchison.	J. Wiley, 1951.	ren	2012-08-02 05:30:03	0	1951.0	nyu	eng	BK	COO	cornell	cornell	google	google	West, E. G. 1909-
4128573	coo.31924003132044	allow	pdus	1499655	v.2	COO	1167008	6427526			10029145	Monograph of the land & freshwater Mollusca of the British Isles. By John  W. Taylor. With the assistance of W. Denison Roebuck, F.L.S., the late Charles Ashford and other well-known conchologists.	Taylor Brothers, 1894-1914.	bib	2020-05-23 03:26:13	0	1914.0	enk	eng	BK	COO	cornell	cornell	cornell	open	Taylor, J. W.
13583740	coo.31924009061452	deny	ic	11405191		COO	665617	448066	0839501769		76078569	Clotel; or, The President's daughter: a narrative of slave life in the United States. With a sketch of the author's life.	Gregg Press [1969]	bib	2012-04-04 19:30:37	0	1969.0	nju	eng	BK	COO	cornell	cornell	google	google	Brown, William Wells, 1814?-1884.
13888708	coo.31924022152619	allow	pd	11742776	v.1	COO	2397999	12752827				Works.	The Nottingham Society [1922]	bib	2012-10-05 19:30:16	0	1922.0	nyu	eng	BK	COO	cornell	cornell	google	google	Hawthorne, Nathaniel, 1804-1864.
13888709	coo.31924022152627	allow	pd	11742776	v.2	COO	2397999	12752827				Works.	The Nottingham Society [1922]	bib	2012-10-09 19:30:06	0	1922.0	nyu	eng	BK	COO	cornell	cornell	google	google	Hawthorne, Nathaniel, 1804-1864.
13888710	coo.31924022152635	allow	pd	11742776	v.3	COO	2397999	12752827				Works.	The Nottingham Society [1922]	bib	2012-10-09 19:30:06	0	1922.0	nyu	eng	BK	COO	cornell	cornell	google	google	Hawthorne, Nathaniel, 1804-1864.
13888711	coo.31924022152643	allow	pd	11742776	v.4	COO	2397999	12752827				Works.	The Nottingham Society [1922]	bib	2012-10-05 19:30:16	0	1922.0	nyu	eng	BK	COO	cornell	cornell	google	google	Hawthorne, Nathaniel, 1804-1864.
13888712	coo.31924022152650	allow	pd	11742776	v.5	COO	2397999	12752827				Works.	The Nottingham Society [1922]	bib	2012-10-09 19:30:06	0	1922.0	nyu	eng	BK	COO	cornell	cornell	google	google	Hawthorne, Nathaniel, 1804-1864.
13888713	coo.31924022152668	allow	pd	11742776	v.6	COO	2397999	12752827				Works.	The Nottingham Society [1922]	bib	2012-10-09 19:30:06	0	1922.0	nyu	eng	BK	COO	cornell	cornell	google	google	Hawthorne, Nathaniel, 1804-1864.
13888714	coo.31924022152676	allow	pd	11742776	v.7	COO	2397999	12752827				Works.	The Nottingham Society [1922]	bib	2012-10-09 19:30:06	0	1922.0	nyu	eng	BK	COO	cornell	cornell	google	google	Hawthorne, Nathaniel, 1804-1864.
13888715	coo.31924022152684	allow	pd	11742776	v.8	COO	2397999	12752827				Works.	The Nottingham Society [1922]	bib	2012-10-09 19:30:06	0	1922.0	nyu	eng	BK	COO	cornell	cornell	google	google	Hawthorne, Nathaniel, 1804-1864.
13888716	coo.31924022152692	allow	pd	11742776	v.9	COO	2397999	12752827				Works.	The Nottingham Society [1922]	bib	2012-10-05 19:30:16	0	1922.0	nyu	eng	BK	COO	cornell	cornell	google	google	Hawthorne, Nathaniel, 1804-1864.
14177412	coo.31924022230647	allow	pd	12445631		COO	2404506	20370771			09001201	Day-dreams and nightmares / by Fred Grant Young.	Hermitage Pub. Co., 1894.	bib	2013-08-29 19:25:11	0	1894.0	mau	eng	BK	COO	cornell	cornell	google	google	Young, Fred Grant.
13888728	coo.31924022491033	allow	pd	11742785		COO	2426063	1544322			12015155	The autobiography of an ex-colored man.	Sherman, French & company, 1912.	bib	2012-10-09 19:30:06	0	1912.0	mau	eng	BK	COO	cornell	cornell	google	google	Johnson, James Weldon, 1871-1938.
14371874	coo1.ark:/13960/t0wq0j31j	allow	pd	100106382	v.9	COO	1700178	47857921				Works--	Jefferson Press, [c1879-1913]	bib	2015-07-20 12:25:52	0	1913.0	mau	eng	BK	COO	cornell	cornell	cornell-ms	open	Hawthorne, Nathaniel, 1804-1864.
8302724	coo1.ark:/13960/t20c5hm5q	allow	pd	6525956		COO	2406705	5907543			21019652	Madame Margot : a grotesque legend of old Charleston / by John Bennett.	The Century Co., 1921.	bib	2015-07-20 12:26:19	0	1921.0	nyu	eng	BK	COO	cornell	cornell	cornell-ms	open	Bennett, John, 1865-1956.
14371870	coo1.ark:/13960/t2j680z3d	allow	pd	100106382	v.3	COO	1700178	47857921				Works--	Jefferson Press, [c1879-1913]	bib	2015-07-20 12:25:52	0	1913.0	mau	eng	BK	COO	cornell	cornell	cornell-ms	open	Hawthorne, Nathaniel, 1804-1864.
14371872	coo1.ark:/13960/t2t448348	allow	pd	100106382	v.5	COO	1700178	47857921				Works--	Jefferson Press, [c1879-1913]	bib	2015-07-20 12:26:32	0	1913.0	mau	eng	BK	COO	cornell	cornell	cornell-ms	open	Hawthorne, Nathaniel, 1804-1864.
14371871	coo1.ark:/13960/t3rv1437t	allow	pd	100106382	v.4	COO	1700178	47857921				Works--	Jefferson Press, [c1879-1913]	bib	2015-07-20 12:26:32	0	1913.0	mau	eng	BK	COO	cornell	cornell	cornell-ms	open	Hawthorne, Nathaniel, 1804-1864.
14371869	coo1.ark:/13960/t4cn89t49	allow	pd	100106382	v.2	COO	1700178	47857921				Works--	Jefferson Press, [c1879-1913]	bib	2015-07-20 12:26:32	0	1913.0	mau	eng	BK	COO	cornell	cornell	cornell-ms	open	Hawthorne, Nathaniel, 1804-1864.
14371873	coo1.ark:/13960/t4rj5107x	allow	pd	100106382	v.6	COO	1700178	47857921				Works--	Jefferson Press, [c1879-1913]	bib	2015-07-21 03:25:32	0	1913.0	mau	eng	BK	COO	cornell	cornell	cornell-ms	open	Hawthorne, Nathaniel, 1804-1864.
661766	coo1.ark:/13960/t8w95rm45	allow	pd	208479		COO	5405528	3676370				Murillo, by Ellen E. Minor.	Scribner, 1882.	bib	2015-07-22 03:26:03	0	1882.0	nyu	eng	BK	COO	cornell	cornell	cornell-ms	open	Minor, Ellen E.
3495946	dul1.ark:/13960/t07x1h62h	allow	pdus	1113272		DUL	000004713	43593			79000855	Cane. Introd. by Arna Bontemps.	Harper & Row [1969, c1923]	cdpp	2020-12-05 05:25:02	0	1969.0	nyu	eng	BK	IDUKE	duke	duke	ia	open	Toomer, Jean, 1894-1967.
15455853	dul1.ark:/13960/t2797p72n	allow	pd	100837577		DUL	004261201	26042456				From superman to man, by J.A. Rogers.	Goodspeed Press [c1917]	bib	2015-11-10 03:25:40	0	1917.0	ilu	eng	BK	IDUKE	duke	duke	ia	open	Rogers, J. A. 1880-1966.
17425002	dul1.ark:/13960/t2z41mh1f	deny	ic	102802769		DUL	002113560	33208206.0	0822317451		95040002	The Avenue, Clayton City / C. Eric Lincoln.	Duke University Press, 1996.	bib	2021-02-13 03:25:28	0	1996.0	ncu	eng	BK	IDUKE	duke	duke	ia	open	Lincoln, C. Eric 1924-2000.
4569579	dul1.ark:/13960/t4wh8z13n	deny	ic	1821870		DUL	000791210	17507408	0807083054		87047879	Kindred / Octavia E. Butler ; with an introduction by Robert Crossley.	Beacon Press, c1988.	bib	2018-01-23 03:25:49	0	1988.0	mau	eng	BK	IDUKE	duke	duke	ia	open	Butler, Octavia E.
5401453	dul1.ark:/13960/t59d26g70	deny	ic	2370834		DUL	000903372	21001992	0060916508		89045674	Their eyes were watching God : a novel / Zora Neale Hurston ; with a new foreword by Mary Helen Washington.	Perennial Library : Harper & Row, 1990, c1937.	ren	2017-07-19 05:25:03	0	1990.0	nyu	eng	BK	IDUKE	duke	duke	ia	open	Hurston, Zora Neale.
13426731	dul1.ark:/13960/t6vx6fj7q	deny	ic	11162914		DUL	001402585	1427749			54007123	Youngblood.	Dial Press, 1954.	ren	2017-11-07 05:25:11	0	1954.0	nyu	eng	BK	IDUKE	duke	duke	ia	open	Killens, John Oliver, 1916-1987.
1006180	dul1.ark:/13960/t8vb3f54w	deny	ic	437405	c.2	DUL	000537516	606483			404862	Native son / by Richard Wright.	Harper & Brothers, 1940.	ren	2017-09-02 05:29:32	0	1940.0	nyu	eng	BK	IDUKE	duke	duke	ia	open	Wright, Richard, 1908-1960.
16030286	emu.010000336773	allow	pd	101643351		GEU	990014485670302486	728982				The love of Landry / by Paul Laurence Dunbar.	Dodd, Mead, 1900.	bib	2016-05-06 03:31:39	0	1900.0	nyu	eng	BK	GEU	emory	emory	geu	open	Dunbar, Paul Laurence, 1872-1906.
16037136	emu.010000426223	allow	pd	101647876		GEU	990011323570302486	9473763			18013112	The leopard's claw : a thrilling story of love and adventure from a European castle through the West African jungle, disclosing a deep insight into the quality and spiritual influence of African social institutions and conditions, and revealing a profound psyschic [sic] interpretation of African inner life, all clustered about the mysterious function and significance of the leopard's claw / by George W. Ellis.	International Authors' Association, [1917]	bib	2016-05-06 03:31:39	0	1917.0	nyu	eng	BK	GEU	emory	emory	geu	open	Ellis, George Washington, 1875-1919.
15475965	emu.010001070551	allow	pd	100853729		GEU	990008403080302486	30352336				The marrow of tradition / by Charles W. Chesnutt.	Houghton, Mifflin and Co., 1901.	bib	2016-04-06 03:26:48	0	1901.0	mau	eng	BK	GEU	emory	emory	geu	open	Chesnutt, Charles W. 1858-1932.
15475976	emu.010001128257	allow	pd	100853737		GEU	990005778350302486	24557286				Fifty years in the gospel ministry from 1864 to 1914 : twenty-seven years in the pastorate; sixteen years' active service as Chaplain in the U.S. Army; seven years professor in Wilberforce University; two trips to Europe; a trip to Mexico / by Theophilus Gould Steward ; introduction by Reverdy C. Ransom.		bib	2015-12-15 03:25:23	0	1921.0	pau	eng	BK	GEU	emory	emory	geu	open	Steward, T. G. 1843-1924.
16030285	emu.010001216028	allow	pd	101643351		GEU	990014485670302486	728982				The love of Landry / by Paul Laurence Dunbar.	Dodd, Mead, 1900.	bib	2016-05-04 03:25:22	0	1900.0	nyu	eng	BK	GEU	emory	emory	geu	open	Dunbar, Paul Laurence, 1872-1906.
15070515	emu.010001224829	allow	pd	100589478		GEU	990021927140302486	24357008			20-1370	The sword of Nemesis / by R. Archer Tracy.	The Neale Publishing Company, 1919.	bib	2015-04-17 03:25:19	0	1919	nyu	ENG	BK	GEU	emory	emory	geu	open	Tracy, R. Archer 1878-
15475964	emu.010001355363	allow	pd	100853729		GEU	990008403080302486	30352336				The marrow of tradition / by Charles W. Chesnutt.	Houghton, Mifflin and Co., 1901.	bib	2015-12-15 03:25:23	0	1901.0	mau	eng	BK	GEU	emory	emory	geu	open	Chesnutt, Charles W. 1858-1932.
14696737	emu.010001355555	allow	pd	100330022		GEU	990023471060302486	808842			04027992	Light ahead for the Negro / by E.A. Johnson ...	The Grafton Press, c1904.	bib	2015-04-09 03:25:55	0	1904.0	nyu	eng	BK	GEU	emory	emory	geu	open	Johnson, Edward A. 1860-1944.
8764396	emu.010002406445	allow	pd	6879897		GEU	990017106910302486	12652844				Poor Ben : a story of real life / by Lucretia H. Newman Coleman.	Publishing House of the A.M.E. Sunday-School Union, 1890.	bib	2015-06-30 03:26:10	0	1890.0	tnu	eng	BK	GEU	emory	emory	geu	open	Coleman, Lucretia H. Newman.
16051568	emu.010002408942	allow	pd	101660665		GEU	990016594920302486	6512048				Imperium in imperio / by Sutton E. Griggs.	The Editor Pub. Co., 1899.	bib	2016-05-18 03:25:20	0	1899.0	ohu	eng	BK	GEU	emory	emory	geu	open	Griggs, Sutton E. 1872-1933.
11219202	emu.010002426670	allow	pd	8968582		GEU	990013681980302486	3213585			07007150	Bond and free; a true tale of slave times. By Jas. H. W. Howard.	E. K. Meyers, printer, 1886.	bib	2015-06-18 03:25:43	0	1886	pau	eng	BK	GEU	emory	emory	geu	open	Howard, Jas. H. W.
10612269	emu.010002588070	allow	pd	8584944		GEU	990030800760302486	3903360			19016027	The heart of the world, by Joshua Henry Jones, jr.	The Stratford co., 1919.	bib	2015-04-15 03:27:35	0	1919.0	mau	eng	BK	GEU	emory	emory	geu	open	Jones, Joshua Henry
15450549	emu.10002331914	allow	pd	100835321		GEU	990012177720302486	192096640				The conquest : the story of a negro pioneer / by the pioneer.	Woodruff Press, 1913.	bib	2015-11-01 03:25:20	0	1913.0	nbu	eng	BK	GEU	emory	emory	geu	open	Micheaux, Oscar, 1884-1951.
16037137	emu.10002350164	allow	pd	101647877		GEU	990023261830302486	3808333			20002259	The immediate jewel of his soul : a romance / by Herman Dreer.	St. Louis Argus Pub. Co., 1919.	bib	2016-05-06 03:31:39	0	1919.0	mou	eng	BK	GEU	emory	emory	geu	open	Dreer, Herman, 1889-
661858	gri.ark:/13960/t4zh02557	allow	pd	208541		CMALG	9926550200001551	5043670			10020022	Murillo, by Ellen E. Minor.	S. Low, Marston, Searle, & Rivington, 1882.	bib	2021-01-20 16:27:08	0	1882.0	enk	eng	BK	GRI	getty	getty	getty	open	Minor, Ellen E.
8302723	hvd.32044009598434	allow	pd	6525956		HVD	004024039	5907543			21019652	Madame Margot : a grotesque legend of old Charleston / by John Bennett.	The Century Co., 1921.	bib	2014-10-04 03:29:19	0	1921.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Bennett, John, 1865-1956.
17304983	hvd.32044009616350	allow	pdus	102679799		HVD	.990017991740203941	16514485				Not without laughter, by Langston Hughes.	A. A. Knopf, 1941.	ren	2020-07-31 05:25:01	0	1941	nyu	eng	BK	HVD	harvard	harvard	google	google	Hughes, Langston, 1902-1967
939633	hvd.32044009903154	allow	pd	391524		HVD	003870885	5328743			06044715	Among the pines: or, South in secession-time. By Edmund Kirke [pseud.]	J. R. Gilmore [etc.] 1862.	bib	2012-05-13 19:30:48	0	1862.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Gilmore, James R. 1822-1903.
14696735	hvd.32044010288199	allow	pd	100330022		HVD	005472776	808842			04027992	Light ahead for the Negro / by E.A. Johnson ...	The Grafton Press, c1904.	bib	2014-10-04 03:26:21	0	1904.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Johnson, Edward A. 1860-1944.
14686370	hvd.32044018957068	allow	pd	100323996		HVD	002976415	7526105			01030976	The fanatics / by Paul Laurence Dunbar ...	Dodd, Mead and Company, 1901.	bib	2014-10-04 03:28:28	0	1901.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Dunbar, Paul Laurence, 1872-1906.
17289663	hvd.32044019565514	deny	ic	102666085		HVD	.990052753980203941	15787010				Princess Malah, by John H. Hill.	The Associated Publishers, Inc. [c1933]	bib	2020-01-21 03:26:29	0	1970.0	miu	eng	BK	HVD	harvard	harvard	google	google	Hill, John H.
14695749	hvd.32044021096433	allow	pd	100329443		HVD	005066504	27160146			nuc87375904	Out of the darkness, or, Diabolism and destiny, by J.W. Grant.	National Baptist publishing board, 1909.	bib	2014-10-04 03:27:49	0	1909.0	tnu	eng	BK	HVD	harvard	harvard	google	google	Grant, John Wesley, 1850-
17300900	hvd.32044024358236	deny	ic	102675829		HVD	.990041215710203941	6643174				Drums at dusk : a novel / by Arna Bontemps.	University Microfilms International, 1970.	bib	2020-01-21 03:26:42	0	1970.0	miu	eng	BK	HVD	harvard	harvard	google	google	Bontemps, Arna Wendell, 1902-1973.
939634	hvd.32044036469468	allow	pd	391524		HVD	003870885	5328743			06044715	Among the pines: or, South in secession-time. By Edmund Kirke [pseud.]	J. R. Gilmore [etc.] 1862.	bib	2012-05-31 19:30:39	0	1862.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Gilmore, James R. 1822-1903.
16872848	hvd.32044051836245	deny	ic	102324617		HVD	007308028	59666048	0393969665 (pbk.)		95047594	Narrative of the life of Frederick Douglass : an American slave written by himself ; authoritative text, contexts, criticism / edited by William L. Andrews and William S. McFeely.	W.W. Norton & Co., 1997.	bib	2019-01-10 03:25:59	0	1997.0	nyu	eng	BK	HVD	harvard	harvard	harvard	open	Douglass, Frederick, 1818-1895.
16872900	hvd.32044061098257	deny	ic	102324674		HVD	010097637	49838163	1930097271 :			The spook who sat by the door : a novel / by Sam Greenlee.	Lushena Books, c2002.	bib	2019-01-10 03:26:00	0	2002.0	ilu	eng	BK	HVD	harvard	harvard	harvard	open	Greenlee, Sam, 1930-
5457120	hvd.32044073619082	deny	ic	2466450		HVD	002003672	22412663	0374527350 (pbk.),0374194343 :		90083987	Lucy / Jamaica Kincaid.	Farrar Straus Giroux, 1990.	bib	2019-01-10 03:26:00	0	1990.0	nyu	eng	BK	HVD	harvard	harvard	harvard	open	Kincaid, Jamaica.
4195725	hvd.32044073634347	deny	ic	1539867		HVD	003692621	14214718	0807063150 (pbk.) :		86047512 //r93	Corregidora / Gayl Jones.	Beacon Press, 1986, c1975.	bib	2019-01-10 03:26:00	0	1986.0	mau	eng	BK	HVD	harvard	harvard	harvard	open	Jones, Gayl.
8572746	hvd.32044086329869	allow	pd	6704538		HVD	006869264	1549149				As we see it / by Robert L. Waring.	Press of C.F. Sudwarth, 1910.	bib	2014-10-08 03:26:05	0	1910.0	dcu	eng	BK	HVD	harvard	harvard	google	google	Waring, Robert Lewis, 1863-
939635	hvd.32044105464077	allow	pd	391524		HVD	003870885	5328743			06044715	Among the pines: or, South in secession-time. By Edmund Kirke [pseud.]	J. R. Gilmore [etc.] 1862.	bib	2012-05-31 19:32:24	0	1862.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Gilmore, James R. 1822-1903.
7268861	hvd.32044131412827	deny	ic	5542031		HVD	009761536	55604617	1400033411 (pbk.)		2004555136	Beloved : a novel / by Toni Morrison ; [with a new foreword by the author].	Vintage International, 2004.	bib	2019-01-10 03:26:01	0	2004.0	nyu	eng	BK	HVD	harvard	harvard	harvard	open	Morrison, Toni.
13396501	hvd.hn1gun	allow	pd	10937521		HVD	006748766	1459636			08034328	A fool's errand / by one of the fools.	Fords, Howard, & Hulbert, 1879.	bib	2014-10-20 03:25:40	0	1879.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Tourgée, Albion Winegar, 1838-1905.
13396500	hvd.hn1hyc	allow	pd	10937521		HVD	006748766	1459636			08034328	A fool's errand / by one of the fools.	Fords, Howard, & Hulbert, 1879.	bib	2014-10-20 03:25:40	0	1879.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Tourgée, Albion Winegar, 1838-1905.
14943815	hvd.hn1v1z	allow	pd	100496411		HVD	006751612	28985452			13012927	A fool's errand, by one of the fools; the famous romance of American history.	Fords, Howard, & Hulbert; W.H. Thompson & Co.; etc., etc., 1880]	bib	2014-10-21 03:25:49	0	1880.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Tourgée, Albion Winegar, 1838-1905.
3919884	hvd.hn1wu6	allow	pd	1375626		HVD	001379507	963898			06040786	The uncalled : a novel / by Paul Laurence Dunbar ...	International Association of Newspapers and Authors, 1901, c1898.	bib	2014-10-21 03:25:51	0	1898.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Dunbar, Paul Laurence, 1872-1906.
10431744	hvd.hn3hhr	allow	pd	8407122		HVD	005312570	10267986			17024283	Ethiopia, the land of promise : a book with a purpose / by Clayton Adams.	The Cosmopolitan Press, 1917.	bib	2014-10-21 03:27:18	0	1917.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Adams, Clayton, 1874-
13394666	hvd.hn3k2k	allow	pd	10936282		HVD	004984710	4935219				Among the pines, or, South in secession-time / by Edmund Kirke.	Carleton, 1863.	bib	2012-05-13 19:45:06	0	1863.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Gilmore, James R. 1822-1903.
3623750	hvd.hn5f2q	allow	pd	1187409		HVD	007363559	276318			08034329	A fool's errand.	Fords, Howard, & Hulbert, c1880.	bib	2014-10-21 03:28:08	0	1880.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Tourgée, Albion Winegar, 1838-1905.
17377711	hvd.hnpla7	deny	ic	102745858		HVD	.990040085040203941	11332238				Memphis Jackson's son.	Houghton Mifflin, 1956.	bib	2020-03-17 03:28:07	0	1970.0	miu	eng	BK	HVD	harvard	harvard	google	google	Beechwood, Mary.
14987817	hvd.hwit11	allow	pd	100529606	v.1	HVD	003286352,.990032863520203941	79958100				[Works]	F. DeFau & co. [c 1902]	bib	2014-10-25 03:43:35	0	1902.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Hawthorne, Nathaniel, 1804-1864.
14987819	hvd.hwit12	allow	pd	100529606	v.2	HVD	003286352,.990032863520203941	79958100				[Works]	F. DeFau & co. [c 1902]	bib	2014-10-25 03:43:35	0	1902.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Hawthorne, Nathaniel, 1804-1864.
14987820	hvd.hwit1n	allow	pd	100529606	v.4	HVD	003286352,.990032863520203941	79958100				[Works]	F. DeFau & co. [c 1902]	bib	2014-10-25 03:43:35	0	1902.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Hawthorne, Nathaniel, 1804-1864.
14987822	hvd.hwit1p	allow	pd	100529606	v.6	HVD	003286352,.990032863520203941	79958100				[Works]	F. DeFau & co. [c 1902]	bib	2020-01-23 03:25:39	0	1902.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Hawthorne, Nathaniel, 1804-1864.
14987818	hvd.hwit1t	allow	pd	100529606	v.3	HVD	003286352,.990032863520203941	79958100				[Works]	F. DeFau & co. [c 1902]	bib	2014-10-25 03:43:35	0	1902.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Hawthorne, Nathaniel, 1804-1864.
14987821	hvd.hwm3db	allow	pd	100529606	v.5	HVD	003286352,.990032863520203941	79958100				[Works]	F. DeFau & co. [c 1902]	bib	2020-01-23 03:25:39	0	1902.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Hawthorne, Nathaniel, 1804-1864.
17306979	hvd.hwma6a	allow	pd	102681680		HVD	.990046771850203941	16125417				A fool's paradise : a story of fashionable life in Washington.	William H. Morrison, 1884.	bib	2020-01-23 03:26:17	0	1884	dcu	eng	BK	HVD	harvard	harvard	google	google	Morrison, W. H.
15006022	hvd.hwqs4m	allow	pd	100543019		HVD	002827943	15051628,225987071			18021534	Hope's highway : a novel / by Sarah Lee Brown Fleming.	The Neale Publishing Company, 1918.	bib	2014-10-25 03:49:59	0	1918.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Fleming, Sarah Lee Brown.
14696736	hvd.hwxnqb	allow	pd	100330022		HVD	005472776	808842			04027992	Light ahead for the Negro / by E.A. Johnson ...	The Grafton Press, c1904.	bib	2014-10-26 03:25:31	0	1904.0	nyu	eng	BK	HVD	harvard	harvard	google	google	Johnson, Edward A. 1860-1944.
13746552	hvd.hx568g	allow	pd	11550288		HVD	004572334	6802984				The carpenter of Rouen; or, The secret order of the Confreŕie. A dramatic tale.	Phillips, Sampson, and Company, 1849.	bib	2012-05-14 19:31:43	0	1849.0	mau	eng	BK	HVD	harvard	harvard	google	google	Jones, J. S. 1811-1877.
15566318	iau.31858007495934	deny	ic	100925327		IAU	000659271	79877930				The rootless, by Waters Turpin.	Vantage Press [c1957]	bib	2016-04-02 03:26:00	0	1973.0	miu	eng	BK	IAU	uiowa	uiowa	google	google	Turpin, Waters E. 1910-
14002349	ien.35556006456966	allow	pdus	12204772		IEN	593687	75941	0837128544		70100262	The uncalled; a novel.	Negro Universities Press [1969]	cdpp	2020-07-22 05:25:02	0	1969.0	nyu	eng	BK	NWU	northwestern	northwestern	google	google	Dunbar, Paul Laurence, 1872-1906.
3198642	ien.35556017889213	deny	ic	912732		IEN	1118831	16228292	0195052676 (set : alk. paper),0195052455 (alk. pap		87018591	Megda / Emma Dunham Kelley ; with an introduction by Molly Hite.	Oxford University Press, 1988.	bib	2017-02-17 03:27:02	0	1988.0	nyu	eng	BK	NWU	northwestern	northwestern	google	google	Kelley, Emma Dunham.
13925662	ien.35556025522848	allow	pd	11920559		IEN	2944922	12144844				Among the pines : or, South in secession-time / by Edmund Kirke [pseud.]	Carleton, 1865.	bib	2017-02-13 03:25:46	0	1865.0	nyu	eng	BK	NWU	northwestern	northwestern	google	google	Gilmore, James R. 1822-1903.
13221864	ien.35556029664190	deny	ic	10604799		IEN	2799117	42642718				Jazz / Toni Morrison.	Knopf : Distributed by Random House, 1998, c1992.	bib	2017-02-22 03:26:00	0	1992.0	nyu	eng	BK	NWU	northwestern	northwestern	google	google	Morrison, Toni.
11857782	inu.30000001742802	deny	ic	9400088		INU	445910	29598468	0006546331 (pbk) :		gb 93065914	Iced / Ray Shell.	Flamingo, 1993.	bib	2014-09-26 03:28:10	0	1993.0	enk	eng	BK	INU	iu	iu	google	google	Shell, Ray.
9623795	inu.30000005082858	deny	ic	7594312		INU	1572503	12522997	0850315883 :		gb 84026954	Sent for you yesterday / John Edgar Wideman.	Allison & Busby, 1984, c1983.	bib	2014-10-01 03:30:00	0	1984.0	enk	eng	BK	INU	iu	iu	google	google	Wideman, John Edgar.
11857699	inu.30000006659530	deny	ic	9399966		INU	2874255	38963023	0870679791 (pbk.)			Pimp / by Iceberg Slim.	Holloway House Pub. Co., [1996], c1987.	bib	2017-10-19 03:25:38	0	1987.0	cau	eng	BK	INU	iu	iu	google	google	Iceberg Slim, 1918-
2340708	inu.30000007418811	deny	ic	628889		INU	192387	3849836			33007952	Banana Bottom [by] Claude McKay.	Harper & Brothers, 1933.	ren	2009-10-22 07:00:09	0	1933.0	nyu	eng	BK	INU	iu	iu	google	google	McKay, Claude, 1890-1948.
11854759	inu.30000021369933	deny	ic	9397102		INU	196435	20354731	0679725725 :		89022624	The crazy kill / Chester Himes.	Vintage Books, 1989, c1959.	bib	2014-10-01 03:29:14	0	1989.0	nyu	eng	BK	INU	iu	iu	google	google	Himes, Chester B., 1909-1984
11855237	inu.30000026038871	deny	ic	9397595		INU	343720	27144705	0434498440 :		gb 92050891	Bailey's caf&#xbf;e / Gloria Naylor.	Heinemann, 1992.	bib	2014-10-01 03:28:39	0	1992.0	enk	eng	BK	INU	iu	iu	google	google	Naylor, Gloria.
